id;language;extension;author;name;creation_date;path;circuit;m.Width;m.Depth;m.MaxDens;m.AvgDens;m.NoP-X;m.NoP-Y;m.NoP-Z;m.TNo-P;m.NoH;m.%SpposQ;m.NoOtherSG;m.TNoSQG;m.TNoCSQG;m.NoSWAP;m.NoCNOT;m.%QInCNOT;m.AvgCNOT;m.MaxCNOT;m.NoToff;m.%QInToff;m.AvgToff;m.MaxToff;m.NoGates;m.NoCGates;m.%SGates;m.NoOr;m.NoCOr;m.%QInOr;m.%QInCOr;m.AvgOrD;m.MaxOrD;m.NoM;m.%QM;p.initialization;p.superposition;p.oracle;p.entanglement
c6f06690-695a-4bbb-b41d-5a373c311f32;Python;qiskit;niefermar;CuanticaProgramacion;2018;niefermar/CuanticaProgramacion/test/python/test_qasm_simulator_py.py;"[[""X"", ""MEASURE"", ""MEASURE""], [""X"", ""MEASURE"", ""MEASURE""], [""X"", ""MEASURE""]]";3.0;3.0;3.0;2.667;3.0;0.0;0.0;3.0;0.0;0.0;5.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;True;False;False;False
c6f06690-695a-4bbb-b41d-5a373c311f32;Python;qiskit;niefermar;CuanticaProgramacion;2018;niefermar/CuanticaProgramacion/test/python/test_qasm_simulator_py.py;"[[""X"", ""MEASURE"", ""MEASURE""], [""MEASURE"", ""MEASURE""], [""X"", ""MEASURE""]]";3.0;3.0;3.0;2.333;2.0;0.0;0.0;2.0;0.0;0.0;5.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;True;False;False;False
c6f06690-695a-4bbb-b41d-5a373c311f32;Python;qiskit;niefermar;CuanticaProgramacion;2018;niefermar/CuanticaProgramacion/test/python/test_qasm_simulator_py.py;"[[""_"", ""RY"", {""CONTROL"": 1}, ""H"", ""MEASURE""], [""H"", {""CONTROL"": 2}, ""X"", ""MEASURE""], [""_"", ""X"", ""_"", ""Z"", ""X"", ""MEASURE""]]";3.0;6.0;3.0;1.667;1.0;0.0;1.0;2.0;2.0;0.333;4.0;8.0;0.0;0.0;2.0;1.0;0.667;1.0;0.0;0.0;0.0;0.0;10.0;2.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;False;False;False;True
35242b22-a8c4-47a4-934b-b0688c26a175;Python;qiskit;niefermar;CuanticaProgramacion;2018;niefermar/CuanticaProgramacion/test/python/test_unitary_simulator_py.py;"[[""H""], [""H""]]";2.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;True;False;False
35242b22-a8c4-47a4-934b-b0688c26a175;Python;qiskit;niefermar;CuanticaProgramacion;2018;niefermar/CuanticaProgramacion/test/python/test_unitary_simulator_py.py;"[[{""CONTROL"": 1}], [""X""]]";2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
df9b64fe-f706-4de7-ac63-46e164489434;Python;qiskit;niefermar;CuanticaProgramacion;2018;niefermar/CuanticaProgramacion/test/python/test_visualization_output.py;"[[""X"", ""Y"", ""Z"", ""H"", ""S"", ""T"", ""RX"", ""RY"", ""RZ"", {""CONTROL"": 1}, {""CONTROL"": 1}, {""CONTROL"": 1}, {""CONTROL"": 1}, {""CONTROL"": 1}, ""MEASURE""], [""_"", ""_"", ""_"", ""_"", ""_"", ""_"", ""_"", ""_"", ""_"", ""X"", ""Z"", ""H"", ""RZ"", {""CONTROL"": 2}, ""MEASURE""], [""_"", ""_"", ""_"", ""_"", ""_"", ""_"", ""_"", ""_"", ""_"", ""_"", ""_"", ""_"", ""_"", ""X"", ""MEASURE""]]";3.0;15.0;3.0;1.133;1.0;1.0;1.0;3.0;1.0;0.0;8.0;12.0;3.0;0.0;1.0;0.667;0.333;1.0;1.0;1.0;0.333;1.0;17.0;5.0;0.706;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;True;False;False;True
aa510f6b-f2b9-4d88-9382-e17b2308f646;Python;qiskit;PacktPublishing;Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience;2019;PacktPublishing/Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience/Chapter07/ch7_r3_noise.py;"[[""H"", {""CONTROL"": 1}, {""CONTROL"": 2}, ""MEASURE""], [""_"", ""X"", ""_"", ""MEASURE""], [""_"", ""_"", ""X"", ""MEASURE""], [], [], []]";6.0;4.0;3.0;1.5;0.0;0.0;0.0;0.0;1.0;0.167;3.0;4.0;0.0;0.0;2.0;0.5;0.333;1.0;0.0;0.0;0.0;0.0;6.0;2.0;0.667;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.5;False;False;False;True
a6cdf5d3-b42a-481d-b989-379385b17795;Python;qiskit;PacktPublishing;Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience;2019;PacktPublishing/Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience/Chapter04/ch4_r2_coin_tosses.py;"[[""H"", ""MEASURE""]]";1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;False;True;False;False
5e8e306b-dcf2-45be-98e0-1584960dc252;Python;qiskit;PacktPublishing;Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience;2019;PacktPublishing/Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience/Chapter04/ch4_r8_coin_toss_IBMQ.py;"[[""H"", {""CONTROL"": 1}, ""MEASURE""], [""_"", ""X"", ""MEASURE""], [], []]";4.0;3.0;2.0;1.333;0.0;0.0;0.0;0.0;1.0;0.25;2.0;3.0;0.0;0.0;1.0;0.5;0.25;1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.5;False;False;False;True
60353e1f-180f-428d-871d-11ff299bdfe3;Python;qiskit;PacktPublishing;Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience;2019;PacktPublishing/Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience/Chapter05/ch5_r2_comparing_backends.py;"[[""H"", {""CONTROL"": 1}, ""MEASURE""], [""_"", ""X"", ""MEASURE""], [], []]";4.0;3.0;2.0;1.333;0.0;0.0;0.0;0.0;1.0;0.25;2.0;3.0;0.0;0.0;1.0;0.5;0.25;1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.5;False;False;False;True
92bdd9c5-db3b-4d25-b85b-ada412b8a721;Python;qiskit;PacktPublishing;Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience;2019;PacktPublishing/Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience/Chapter05/ch5_r4_backend_vis.py;"[[""H"", {""CONTROL"": 1}], [""_"", ""X""]]";2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.5;0.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;True
2247d8ec-9102-4c5d-952c-5c2ff9966ace;Python;qiskit;PacktPublishing;Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience;2019;PacktPublishing/Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience/Chapter04/ch4_r5_two_coin_toss_bell.py;"[[""H"", {""CONTROL"": 1}, ""MEASURE""], [""_"", ""X"", ""MEASURE""], [], []]";4.0;3.0;2.0;1.333;0.0;0.0;0.0;0.0;1.0;0.25;2.0;3.0;0.0;0.0;1.0;0.5;0.25;1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.5;False;False;False;True
4b7fdace-804b-4bb4-b242-9cce2aacac7c;Python;qiskit;PacktPublishing;Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience;2019;PacktPublishing/Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience/Chapter06/ch6_r2_u_animation.py;"[[""H""]]";1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;True;False;False
7ba9af67-dcce-45bc-9f58-7d7da84b29a0;Python;qiskit;PacktPublishing;Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience;2019;PacktPublishing/Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience/Chapter08/ch8_r4_ignis.py;"[[""H"", {""CONTROL"": 1}, {""CONTROL"": 2}, ""MEASURE""], [""_"", ""X"", ""_"", ""MEASURE""], [""_"", ""_"", ""X"", ""MEASURE""]]";3.0;4.0;3.0;1.5;0.0;0.0;0.0;0.0;1.0;0.333;3.0;4.0;0.0;0.0;2.0;1.0;0.667;1.0;0.0;0.0;0.0;0.0;6.0;2.0;0.667;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;False;False;False;True
2cc89498-8349-414f-8554-281aa60d239c;Python;qiskit;PacktPublishing;Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience;2019;PacktPublishing/Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience/Chapter04/ch4_r3_coin_toss_tails.py;"[[""H"", ""MEASURE""], []]";2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.5;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;False;False;False;False
7592f1c1-fd85-456d-8cfe-0cb66a463441;Python;qiskit;PacktPublishing;Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience;2019;PacktPublishing/Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience/Chapter05/ch5_r1_identifying_backends.py;"[[""H"", {""CONTROL"": 1}, ""MEASURE""], [""_"", ""X"", ""MEASURE""], [], []]";4.0;3.0;2.0;1.333;0.0;0.0;0.0;0.0;1.0;0.25;2.0;3.0;0.0;0.0;1.0;0.5;0.25;1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.5;False;False;False;True
cd406db6-ed4f-4b09-b2bf-b7d11322ac0c;Python;qiskit;PacktPublishing;Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience;2019;PacktPublishing/Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience/Chapter04/ch4_r6_coin_toss_rot.py;"[[""H"", ""RY"", ""MEASURE""], []]";2.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.5;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;False;False;False;False
44637d19-10c1-46cb-b86f-baa06b3cac0f;Python;qiskit;PacktPublishing;Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience;2019;PacktPublishing/Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience/Chapter04/ch4_r7_three_coin_toss_ghz.py;"[[""H"", ""MEASURE"", ""H"", {""CONTROL"": 1}, {""CONTROL"": 2}, ""MEASURE""], [""H"", ""MEASURE"", ""_"", ""X"", ""_"", ""MEASURE""], [""H"", ""MEASURE"", ""_"", ""_"", ""X"", ""MEASURE""], [], [], [], [], [], []]";9.0;6.0;3.0;2.0;0.0;0.0;0.0;0.0;4.0;0.333;6.0;10.0;0.0;0.0;2.0;0.333;0.222;1.0;0.0;0.0;0.0;0.0;12.0;2.0;0.833;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.333;False;False;False;False
3fe2e9eb-dd03-435a-af6b-22fdd6994524;Python;qiskit;PacktPublishing;Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience;2019;PacktPublishing/Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience/Chapter04/ch4_r4_two_coin_toss.py;"[[""H"", ""MEASURE""], [""H"", ""MEASURE""], [], []]";4.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;0.5;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.5;False;False;False;False
f2709619-ea06-4ba6-9af9-65816eab2375;Python;qiskit;PacktPublishing;Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience;2019;PacktPublishing/Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience/Chapter04/ch4_r1_coin_toss.py;"[[""H"", ""MEASURE""]]";1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;False;True;False;False
f984d8f5-2c96-4553-88e7-710f1ec4df8f;Python;qiskit;PacktPublishing;Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience;2019;PacktPublishing/Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience/Chapter09/ch9_r1_kickback.py;"[[""H"", ""Z""]]";1.0;2.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;True;False;False
f984d8f5-2c96-4553-88e7-710f1ec4df8f;Python;qiskit;PacktPublishing;Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience;2019;PacktPublishing/Quantum-Computing-in-Practice-with-Qiskit-and-IBM-Quantum-Experience/Chapter09/ch9_r1_kickback.py;"[[""H"", ""_"", {""CONTROL"": 1}], [""H"", ""Z"", ""X""]]";2.0;3.0;2.0;1.333;0.0;0.0;1.0;1.0;2.0;1.0;0.0;3.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;True;False;False
8770624d-319c-4cc0-a959-c35209bdb7ba;Python;qiskit;qBraid;qBraid;2019;qBraid/qBraid/tests/programs/test_program_circuits_qiskit.py;"[[""H"", {""CONTROL"": 2}], [], [""_"", ""X""]]";3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.333;0.0;1.0;0.0;0.0;1.0;0.667;0.333;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;True
8770624d-319c-4cc0-a959-c35209bdb7ba;Python;qiskit;qBraid;qBraid;2019;qBraid/qBraid/tests/programs/test_program_circuits_qiskit.py;"[[""_"", ""X""], [], [""H"", {""CONTROL"": 0}]]";3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.333;0.0;1.0;0.0;0.0;1.0;0.667;0.333;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;True
8770624d-319c-4cc0-a959-c35209bdb7ba;Python;qiskit;qBraid;qBraid;2019;qBraid/qBraid/tests/programs/test_program_circuits_qiskit.py;"[[""H"", {""CONTROL"": 1}], [""_"", ""X""]]";2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.5;0.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;True
3077c1ed-f0cc-4e16-abb3-32665888fd48;Python;qiskit;qBraid;qBraid;2019;qBraid/qBraid/tests/runtime/azure/test_azure_remote.py;"[[""H"", {""CONTROL"": 1}, ""_"", ""MEASURE""], [""_"", ""X"", {""CONTROL"": 2}, ""MEASURE""], [""_"", ""_"", ""X"", ""MEASURE""], [], [], []]";6.0;4.0;3.0;1.5;0.0;0.0;0.0;0.0;1.0;0.167;3.0;4.0;0.0;0.0;2.0;0.5;0.333;1.0;0.0;0.0;0.0;0.0;6.0;2.0;0.667;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.5;False;False;False;True
5f196cdf-306c-4a66-854a-ee7e5e1c186a;Python;qiskit;qBraid;qBraid;2019;qBraid/qBraid/tests/fixtures/qiskit/circuits.py;"[[""H"", ""X"", ""S"", ""RX"", {""CONTROL"": 1}], [""H"", ""X"", ""RY"", ""_"", ""X""], [""H"", ""Y"", ""T"", ""RZ""], [""H"", ""Z""]]";4.0;5.0;4.0;2.8;2.0;1.0;1.0;4.0;4.0;1.0;5.0;13.0;0.0;0.0;1.0;0.5;0.25;1.0;0.0;0.0;0.0;0.0;14.0;1.0;0.929;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;True;False;False
50309428-4fba-418f-839b-43dec0fd44d6;Python;qiskit;mrtkp9993;QuantumComputingExamples;2019;mrtkp9993/QuantumComputingExamples/01_Deutschs_Algorithm.py;"[[""H"", ""_"", {""CONTROL"": 1}, ""H"", ""MEASURE""], [""X"", ""H"", ""X"", ""H""]]";2.0;5.0;2.0;1.4;1.0;0.0;0.0;1.0;4.0;0.5;1.0;6.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.0;0.0;0.0;7.0;1.0;0.857;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;True;True;False;False
1bf532ea-a6cf-49b4-9e90-2fe707602cc4;Python;qiskit;mrtkp9993;QuantumComputingExamples;2019;mrtkp9993/QuantumComputingExamples/04_Simons_Algorithm.py;"[[""H"", {""CONTROL"": 2}, ""_"", {""CONTROL"": 3}, ""_"", ""H"", ""MEASURE""], [""H"", ""_"", {""CONTROL"": 2}, ""_"", {""CONTROL"": 3}, ""H"", ""MEASURE""], [""_"", ""X"", ""X"", ""_"", ""_"", ""MEASURE""], [""_"", ""_"", ""_"", ""X"", ""X"", ""MEASURE""]]";4.0;7.0;4.0;1.714;0.0;0.0;0.0;0.0;4.0;0.5;4.0;8.0;0.0;0.0;4.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;12.0;4.0;0.667;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;False;False;False;True
aca19e77-648f-4d16-92b2-d1b083426ebf;Python;qiskit;mrtkp9993;QuantumComputingExamples;2019;mrtkp9993/QuantumComputingExamples/06_Grovers_Algorithm.py;"[[""H"", ""Z"", ""_"", ""H"", ""X"", ""_"", {""CONTROL"": 1}, ""X"", ""H"", ""MEASURE""], [""H"", ""_"", ""Z"", ""H"", ""X"", ""_"", {""CONTROL"": 2}, ""X"", ""H"", ""MEASURE""], [""H"", {""CONTROL"": 0}, {""CONTROL"": 1}, ""H"", ""X"", ""H"", ""X"", ""H"", ""X"", ""H"", ""MEASURE""]]";3.0;11.0;3.0;2.091;6.0;0.0;0.0;6.0;11.0;1.0;3.0;20.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.333;1.0;23.0;3.0;0.87;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;False;True;False;False
2a7f90ad-0afe-4f4c-bba2-e914bdc4dab7;Python;qiskit;mrtkp9993;QuantumComputingExamples;2019;mrtkp9993/QuantumComputingExamples/a1_superdense_coding.py;"[[""H"", {""CONTROL"": 1}, ""X"", ""Z"", {""CONTROL"": 1}, ""H"", ""MEASURE""], [""_"", ""X"", ""_"", ""_"", ""X"", ""MEASURE""]]";2.0;7.0;2.0;1.143;1.0;0.0;1.0;2.0;2.0;0.5;2.0;6.0;0.0;0.0;2.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;8.0;2.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;False;False;False;True
0dcd2371-3193-4b3a-8bba-658107cfbfe0;Python;qiskit;mrtkp9993;QuantumComputingExamples;2019;mrtkp9993/QuantumComputingExamples/03_Bernstein_Vazirani_Algorithm.py;"[[""H"", ""_"", {""CONTROL"": 3}, ""_"", ""_"", ""H"", ""MEASURE""], [""H"", ""_"", ""_"", {""CONTROL"": 3}, ""_"", ""H"", ""MEASURE""], [""H"", ""_"", ""_"", ""_"", {""CONTROL"": 3}, ""H"", ""MEASURE""], [""X"", ""H"", ""X"", ""X"", ""X"", ""H""]]";4.0;7.0;4.0;2.143;1.0;0.0;0.0;1.0;8.0;0.75;3.0;12.0;0.0;0.0;3.0;1.0;0.75;3.0;0.0;0.0;0.0;0.0;15.0;3.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.75;True;True;False;False
5f880b68-9bfb-4a59-b6ef-1ae967c6ae3b;Python;qiskit;mrtkp9993;QuantumComputingExamples;2019;mrtkp9993/QuantumComputingExamples/02_Deutsch_Jozsa_Algorithm.py;"[[""H"", ""H"", ""X"", ""H"", ""H"", ""MEASURE""], [""H"", ""_"", {""CONTROL"": 0}, ""H"", ""MEASURE""], [""X"", ""H"", ""_"", ""Z"", ""H""]]";3.0;6.0;3.0;2.167;1.0;0.0;1.0;2.0;8.0;0.667;2.0;12.0;0.0;0.0;1.0;0.667;0.333;1.0;0.0;0.0;0.0;0.0;13.0;1.0;0.923;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.667;True;True;False;False
25f4b27a-a473-434a-99c5-2c57e961ea35;Python;qiskit;mrtkp9993;QuantumComputingExamples;2019;mrtkp9993/QuantumComputingExamples/a2_quantum_teleportation.py;"[[""X"", ""_"", {""CONTROL"": 1}, ""H"", ""MEASURE""], [""H"", {""CONTROL"": 2}, ""X"", ""MEASURE""], [""_"", ""X"", ""_"", ""Z"", ""X"", ""MEASURE""]]";3.0;6.0;3.0;1.667;2.0;0.0;1.0;3.0;2.0;0.333;3.0;8.0;0.0;0.0;2.0;1.0;0.667;1.0;0.0;0.0;0.0;0.0;10.0;2.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;True;False;False;True
8c0ce981-4e73-4dff-ae3d-ce647c0b8f75;Python;qiskit;indian-institute-of-science-qc;qiskit-aakash;2019;indian-institute-of-science-qc/qiskit-aakash/examples/python/using_qiskit_terra_level_0.py;"[[""H"", {""CONTROL"": 1}, ""MEASURE""], [""_"", ""X"", ""MEASURE""]]";2.0;3.0;2.0;1.333;0.0;0.0;0.0;0.0;1.0;0.5;2.0;3.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;False;False;False;True
8c0ce981-4e73-4dff-ae3d-ce647c0b8f75;Python;qiskit;indian-institute-of-science-qc;qiskit-aakash;2019;indian-institute-of-science-qc/qiskit-aakash/examples/python/using_qiskit_terra_level_0.py;"[[""H"", ""MEASURE""], [""H"", ""MEASURE""]]";2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;False;True;False;False
4d28a056-ba1f-4326-9fc2-221ed14a14d0;Python;qiskit;indian-institute-of-science-qc;qiskit-aakash;2019;indian-institute-of-science-qc/qiskit-aakash/circuits/shor.py;"[[""H"", ""_"", ""_"", ""H"", ""MEASURE""], [""H"", ""_"", ""_"", ""H"", ""MEASURE""], [""H"", {""CONTROL"": 3}, {""CONTROL"": 4}, ""H"", ""MEASURE""], [""_"", ""X""], [""_"", ""_"", ""X""]]";5.0;5.0;3.0;2.2;0.0;0.0;0.0;0.0;6.0;0.6;3.0;9.0;0.0;0.0;2.0;0.6;0.4;1.0;0.0;0.0;0.0;0.0;11.0;2.0;0.818;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.6;False;False;False;True
3aece9a6-73c9-4490-bd27-f07e19836743;Python;qiskit;indian-institute-of-science-qc;qiskit-aakash;2019;indian-institute-of-science-qc/qiskit-aakash/examples/python/stochastic_swap.py;"[[""_"", {""CONTROL"": 3}, ""MEASURE"", ""H"", {""CONTROL"": 1}, ""_"", ""MEASURE""], [{""CONTROL"": 2}, ""_"", ""H"", ""_"", ""X"", ""_"", ""MEASURE""], [""X"", ""_"", ""H"", ""_"", {""CONTROL"": 3}, ""MEASURE""], [""_"", ""X"", ""H"", ""_"", ""X"", ""MEASURE""]]";4.0;7.0;4.0;1.857;0.0;0.0;0.0;0.0;4.0;0.0;5.0;9.0;0.0;0.0;4.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;13.0;4.0;0.692;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;False;True;False;False
3aece9a6-73c9-4490-bd27-f07e19836743;Python;qiskit;indian-institute-of-science-qc;qiskit-aakash;2019;indian-institute-of-science-qc/qiskit-aakash/examples/python/stochastic_swap.py;"[[""_"", ""_"", ""H"", ""_"", ""X"", ""MEASURE""], [{""CONTROL"": 2}, {""CONTROL"": 3}, ""MEASURE"", ""X"", {""CONTROL"": 0}, ""MEASURE""], [""X"", ""_"", ""H"", {""CONTROL"": 1}, ""MEASURE""], [""_"", ""X"", ""H"", ""H"", ""_"", ""MEASURE""]]";4.0;6.0;4.0;2.167;0.0;0.0;0.0;0.0;4.0;0.0;5.0;9.0;0.0;0.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;13.0;4.0;0.692;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;False;False;False;True
ad02d278-0be4-4119-8818-6101dc8cfb6b;Python;qiskit;indian-institute-of-science-qc;qiskit-aakash;2019;indian-institute-of-science-qc/qiskit-aakash/examples/python/initialize.py;"[[""MEASURE""], [""MEASURE""], [""MEASURE""], [""MEASURE""]]";4.0;1.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;False;False;False;False
ce9e7270-e082-405c-8b19-74fe637f147a;Python;qiskit;indian-institute-of-science-qc;qiskit-aakash;2019;indian-institute-of-science-qc/qiskit-aakash/examples/python/using_qiskit_terra_level_1.py;"[[""H"", {""CONTROL"": 1}, ""MEASURE""], [""_"", ""X"", ""MEASURE""]]";2.0;3.0;2.0;1.333;0.0;0.0;0.0;0.0;1.0;0.5;2.0;3.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;False;False;False;True
