id;language;extension;author;name;path;circuit;m.Width;m.Depth;m.MaxDens;m.AvgDens;m.NoP-X;m.NoP-Y;m.NoP-Z;m.TNo-P;m.NoH;m.%SpposQ;m.NoOtherSG;m.TNoSQG;m.TNoCSQG;m.NoSWAP;m.NoCNOT;m.%QInCNOT;m.AvgCNOT;m.MaxCNOT;m.NoToff;m.%QInToff;m.AvgToff;m.MaxToff;m.NoGates;m.NoCGates;m.%SGates;m.NoOr;m.NoCOr;m.%QInOr;m.%QInCOr;m.AvgOrD;m.MaxOrD;m.NoM;m.%QM;p.initialization;p.superposition;p.oracle;p.entanglement
fbd78080-88cf-46d3-9a76-d0a7fe7b7425;Python;qiskit;qiskit-community;qiskit-algorithms;Python_qiskit_qiskit-community_qiskit-algorithms_qiskit_algorithms.phase_estimators.ipe.py;"[[""H"", ""H"", ""MEASURE""]]";1.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;False;True;False;False
08e4ca78-6baa-4fb0-8dca-8f6a99cefb1b;Python;qiskit;qiskit-community;qiskit-algorithms;Python_qiskit_qiskit-community_qiskit-algorithms_test.minimum_eigensolvers.test_sampling_vqe.py;"[[""H""]]";1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;True;False;False
87acb642-64ba-4e3b-806b-a000010aa026;Python;qiskit;qiskit-community;qiskit-algorithms;Python_qiskit_qiskit-community_qiskit-algorithms_test.time_evolvers.test_time_evolution_problem.py;"[[""X""]]";1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;False;False;False
a3e71345-67d8-4836-bd07-b363ba727cbf;Python;qiskit;qiskit-community;qiskit-algorithms;Python_qiskit_qiskit-community_qiskit-algorithms_test.test_phase_estimator.py;"[[""T""], []]";2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
45d398b7-9b6a-475c-8a6e-9d69eee218b4;Python;qiskit;qiskit-community;qiskit-algorithms;Python_qiskit_qiskit-community_qiskit-algorithms_test.time_evolvers.variational.test_var_qite.py;"[[""RZ"", ""RY"", ""RZ""]]";1.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
e1baca94-0a3a-4a82-9338-4c6ef89dc429;Python;qiskit;qiskit-community;qiskit-algorithms;Python_qiskit_qiskit-community_qiskit-algorithms_test.time_evolvers.variational.test_var_qrte.py;"[[""RZ"", ""RY"", ""RZ""]]";1.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
e1baca94-0a3a-4a82-9338-4c6ef89dc429;Python;qiskit;qiskit-community;qiskit-algorithms;Python_qiskit_qiskit-community_qiskit-algorithms_test.time_evolvers.variational.test_var_qrte.py;"[[""RZ"", ""RY"", ""RZ""]]";1.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
cb65d3b8-38f1-4eab-aad3-a5b2c9ded1a1;Python;qiskit;sQUlearn;squlearn;Python_qiskit_sQUlearn_squlearn_tests.util.optree.test_optree_derivative.py;"[[""H""], []]";2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
6d5aca9b-e4e6-40f1-94a5-5d5d3cdeceaf;Python;qiskit;sQUlearn;squlearn;Python_qiskit_sQUlearn_squlearn_tests.util.optree.test_optree_evaluate.py;"[[""RX""], []]";2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
6d5aca9b-e4e6-40f1-94a5-5d5d3cdeceaf;Python;qiskit;sQUlearn;squlearn;Python_qiskit_sQUlearn_squlearn_tests.util.optree.test_optree_evaluate.py;"[[""RY""], []]";2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
82e8a65c-dd1d-490b-a2d8-01333d74fd2e;Python;qiskit;Alice-Bob-SW;qiskit-alice-bob-provider;Python_qiskit_Alice-Bob-SW_qiskit-alice-bob-provider_tests.remote.test_backend.py;"[[""MEASURE""], [], [], [], [], [], [], []]";8.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.125;False;False;False;False
318568a8-b826-4008-b381-0b19099180a6;Python;qiskit;Alice-Bob-SW;qiskit-alice-bob-provider;Python_qiskit_Alice-Bob-SW_qiskit-alice-bob-provider_tests.remote.test_against_real_server.py;"[[""MEASURE""], [], []]";3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3333333333333333;False;False;False;False
73189ecd-704b-4439-bbb4-4ad03acf28fe;Python;qiskit;Qiskit-Extensions;staged-primitives;Python_qiskit_Qiskit-Extensions_staged-primitives_test.unit.utils.operators.test_paulis.py;"[[""MEASURE""], []]";2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;False;False;False;False
73189ecd-704b-4439-bbb4-4ad03acf28fe;Python;qiskit;Qiskit-Extensions;staged-primitives;Python_qiskit_Qiskit-Extensions_staged-primitives_test.unit.utils.operators.test_paulis.py;"[[""H"", ""MEASURE""], []]";2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.5;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;False;False;False;False
73189ecd-704b-4439-bbb4-4ad03acf28fe;Python;qiskit;Qiskit-Extensions;staged-primitives;Python_qiskit_Qiskit-Extensions_staged-primitives_test.unit.utils.operators.test_paulis.py;"[[""H"", ""MEASURE""], []]";2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.5;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;False;False;False;False
73189ecd-704b-4439-bbb4-4ad03acf28fe;Python;qiskit;Qiskit-Extensions;staged-primitives;Python_qiskit_Qiskit-Extensions_staged-primitives_test.unit.utils.operators.test_paulis.py;"[[""MEASURE""], [], []]";3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3333333333333333;False;False;False;False
73189ecd-704b-4439-bbb4-4ad03acf28fe;Python;qiskit;Qiskit-Extensions;staged-primitives;Python_qiskit_Qiskit-Extensions_staged-primitives_test.unit.utils.operators.test_paulis.py;"[[""H"", ""MEASURE""], [], []]";3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.3333333333333333;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3333333333333333;False;False;False;False
73189ecd-704b-4439-bbb4-4ad03acf28fe;Python;qiskit;Qiskit-Extensions;staged-primitives;Python_qiskit_Qiskit-Extensions_staged-primitives_test.unit.utils.operators.test_paulis.py;"[[""H"", ""MEASURE""], [], []]";3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.3333333333333333;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3333333333333333;False;False;False;False
73189ecd-704b-4439-bbb4-4ad03acf28fe;Python;qiskit;Qiskit-Extensions;staged-primitives;Python_qiskit_Qiskit-Extensions_staged-primitives_test.unit.utils.operators.test_paulis.py;"[[""H""], [], [], []]";4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
73189ecd-704b-4439-bbb4-4ad03acf28fe;Python;qiskit;Qiskit-Extensions;staged-primitives;Python_qiskit_Qiskit-Extensions_staged-primitives_test.unit.utils.operators.test_paulis.py;"[[""H""], [], [], []]";4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
73189ecd-704b-4439-bbb4-4ad03acf28fe;Python;qiskit;Qiskit-Extensions;staged-primitives;Python_qiskit_Qiskit-Extensions_staged-primitives_test.unit.utils.operators.test_paulis.py;"[[""H""], [], [], []]";4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
73189ecd-704b-4439-bbb4-4ad03acf28fe;Python;qiskit;Qiskit-Extensions;staged-primitives;Python_qiskit_Qiskit-Extensions_staged-primitives_test.unit.utils.operators.test_paulis.py;"[[""H""], [], [], []]";4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
73189ecd-704b-4439-bbb4-4ad03acf28fe;Python;qiskit;Qiskit-Extensions;staged-primitives;Python_qiskit_Qiskit-Extensions_staged-primitives_test.unit.utils.operators.test_paulis.py;"[[""H""], [], [], []]";4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
73189ecd-704b-4439-bbb4-4ad03acf28fe;Python;qiskit;Qiskit-Extensions;staged-primitives;Python_qiskit_Qiskit-Extensions_staged-primitives_test.unit.utils.operators.test_paulis.py;"[[""H""], [], [], []]";4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
73189ecd-704b-4439-bbb4-4ad03acf28fe;Python;qiskit;Qiskit-Extensions;staged-primitives;Python_qiskit_Qiskit-Extensions_staged-primitives_test.unit.utils.operators.test_paulis.py;"[[""MEASURE""], [], [], [], [], []]";6.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.16666666666666666;False;False;False;False
73189ecd-704b-4439-bbb4-4ad03acf28fe;Python;qiskit;Qiskit-Extensions;staged-primitives;Python_qiskit_Qiskit-Extensions_staged-primitives_test.unit.utils.operators.test_paulis.py;"[[""H"", ""MEASURE""], [], [], [], []]";5.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.2;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.2;False;False;False;False
a02fa292-295c-44e2-995e-11b81da9e018;Python;qiskit;Qiskit-Extensions;staged-primitives;Python_qiskit_Qiskit-Extensions_staged-primitives_test.integration.test_estimator.py;"[[""X""]]";1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;False;False;False
9a8b3393-1ad7-4e6f-a701-892fc30cc43d;Python;qiskit;Gopal-Dahale;qiskit-qulacs;Python_qiskit_Gopal-Dahale_qiskit-qulacs_tests.test_adapter.py;"[[""RX"", ""RY"", ""RZ""], []]";2.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
fec0737f-70ad-413a-b076-14ae6c9ae28d;Python;qiskit;Gopal-Dahale;qiskit-qulacs;Python_qiskit_Gopal-Dahale_qiskit-qulacs_tests.test_qulacs_estimator_gradient.py;"[[""RX""]]";1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
fec0737f-70ad-413a-b076-14ae6c9ae28d;Python;qiskit;Gopal-Dahale;qiskit-qulacs;Python_qiskit_Gopal-Dahale_qiskit-qulacs_tests.test_qulacs_estimator_gradient.py;"[[""RX""]]";1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
fec0737f-70ad-413a-b076-14ae6c9ae28d;Python;qiskit;Gopal-Dahale;qiskit-qulacs;Python_qiskit_Gopal-Dahale_qiskit-qulacs_tests.test_qulacs_estimator_gradient.py;"[[""RX"", ""RY""]]";1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
bf37edd4-caff-467e-ba54-a83f65e7ceb4;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_test.python.tools.monitor.test_job_monitor.py;"[[""H"", {""CONTROL"": 1}, ""X"", ""MEASURE""], [""_"", ""X"", ""MEASURE""]]";2.0;4.0;2.0;1.25;1.0;0.0;0.0;1.0;1.0;0.5;2.0;4.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.0;0.0;0.0;5.0;1.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;False;False;False;False
a6257a67-6486-45d5-b284-3929fd2e7a2f;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_test.python.transpiler.test_optimize_swap_before_measure.py;"[[""MEASURE""], []]";2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;False;False;False;False
a6257a67-6486-45d5-b284-3929fd2e7a2f;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_test.python.transpiler.test_optimize_swap_before_measure.py;"[[""MEASURE""], []]";2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;False;False;False;False
a6257a67-6486-45d5-b284-3929fd2e7a2f;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_test.python.transpiler.test_optimize_swap_before_measure.py;"[[""MEASURE""], [], []]";3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3333333333333333;False;False;False;False
bda7de05-ad8f-46da-8a94-00720d0a976b;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_test.python.transpiler.test_count_ops_longest_path_pass.py;"[[{""CONTROL"": 1}, ""X"", ""X"", ""Y"", ""H"", {""CONTROL"": 1}, ""X"", ""X"", ""Y"", ""H"", {""CONTROL"": 1}, ""X""], [""X"", ""_"", ""_"", ""_"", ""_"", ""X"", ""X"", ""Y"", ""H"", ""_"", ""X""]]";2.0;12.0;2.0;1.25;6.0;3.0;0.0;9.0;3.0;0.0;0.0;12.0;0.0;0.0;3.0;1.0;1.5;3.0;0.0;0.0;0.0;0.0;15.0;3.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;True;False;False
afe3a40a-938c-4e92-9384-f42a1eb9e4cd;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_qiskit.circuit.library.templates.clifford.clifford_2_3.py;"[[""H"", ""H""]]";1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;True;False;False
e3265f5e-7ae9-43b6-a3a7-2d2dc3b28734;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_test.python.transpiler.test_depth_pass.py;"[[""H"", ""H""], [""H""]]";2.0;2.0;2.0;1.5;0.0;0.0;0.0;0.0;3.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;True;False;False
e3265f5e-7ae9-43b6-a3a7-2d2dc3b28734;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_test.python.transpiler.test_depth_pass.py;"[[""H"", ""MEASURE"", ""H"", ""MEASURE""], [], [], [], [], []]";6.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.16666666666666666;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.16666666666666666;False;False;False;False
6df34f6b-6b0f-4a52-8ae2-943a531e9571;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_test.python.visualization.timeline.test_core.py;"[[""MEASURE""], [], [], []]";4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.25;False;False;False;False
f8664be7-359f-41bb-9d4b-4880bd12210e;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_test.python.transpiler.test_containsinstruction.py;"[[""H"", ""MEASURE"", ""H"", ""MEASURE""], [], [], [], [], []]";6.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.16666666666666666;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.16666666666666666;False;False;False;False
cea1aac7-2ccb-4592-a5a0-bb5e3ef44a19;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_test.python.transpiler.test_dag_longest_path_pass.py;"[[{""CONTROL"": 1}, ""X"", ""X"", ""Y"", ""H"", {""CONTROL"": 1}, ""X"", ""X"", ""Y"", ""H"", {""CONTROL"": 1}, ""X""], [""X"", ""_"", ""_"", ""_"", ""_"", ""X"", ""X"", ""Y"", ""H"", ""_"", ""X""]]";2.0;12.0;2.0;1.25;6.0;3.0;0.0;9.0;3.0;0.0;0.0;12.0;0.0;0.0;3.0;1.0;1.5;3.0;0.0;0.0;0.0;0.0;15.0;3.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;True;False;False
18ef56f7-77db-468c-b9b3-cf17d9554033;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_test.python.transpiler.test_check_gate_direction.py;"[[""H"", ""MEASURE""], [], [], [], [], []]";6.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.16666666666666666;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.16666666666666666;False;False;False;False
007eaaba-760c-4820-a10a-447041a9af5d;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_test.python.algorithms.minimum_eigensolvers.test_sampling_vqe.py;"[[""H""]]";1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;True;False;False
dbea071e-d5ac-45cd-aca1-db0975c89445;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_test.python.transpiler.test_1q.py;"[[""H"", ""MEASURE""], [], []]";3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.3333333333333333;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3333333333333333;False;False;False;False
44fbc2ab-8695-428a-b25f-a37b59aebc5e;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_test.python.transpiler.test_optimize_1q_gates.py;"[[""RY"", ""RY"", ""RY"", ""RY""]]";1.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
18d9b0b5-33b6-4035-9a5f-76090d69cce7;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_test.python.transpiler.test_setlayout.py;"[[""H"", ""MEASURE""], [""H"", ""MEASURE""], [""H"", ""MEASURE""], [""H"", ""MEASURE""], [""H"", ""MEASURE""], [""H"", ""MEASURE""], []]";7.0;2.0;6.0;6.0;0.0;0.0;0.0;0.0;6.0;0.8571428571428571;6.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.8571428571428571;False;False;False;False
6aa2b4c1-b883-4f9d-b7ec-852ddcfa535f;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_test.python.converters.test_dag_to_dagdependency.py;"[[""H"", {""CONTROL"": 1}, ""X"", ""MEASURE""], [""_"", ""X""]]";2.0;4.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.5;1.0;3.0;0.0;0.0;1.0;1.0;0.5;1.0;0.0;0.0;0.0;0.0;4.0;1.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;False;False;False;False
c1595c12-6bb5-409f-85fb-bbea475bf392;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_test.python.transpiler.test_echo_rzx_weyl_decomposition.py;"[[""RZ"", ""H"", ""X""], [""_"", ""_""]]";2.0;3.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
cee0736d-e74c-4be3-9885-38ee154105de;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_test.python.circuit.library.test_iqp.py;"[[""H"", ""H""], [], []]";3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.3333333333333333;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
76b581a6-25bc-42f6-a0e3-d1900b95b69b;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_test.python.opflow.test_pauli_basis_change.py;"[[""H""]]";1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;True;False;False
697f944d-8963-4dc7-bcd5-067baec71d48;Python;qiskit;2lambda123;qiskit;Python_qiskit_2lambda123_qiskit_qiskit.quantum_info.synthesis.xx_decompose.weyl.py;"[[""RX"", ""RZ"", ""RZ"", ""RY"", ""RZ"", ""RX"", ""RY""], []]";2.0;7.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;False;False
